"","filename","AB","AF","AU","CA","BP","C1","CR","DE","DI","EM","EP","FN","FU","PD","PG","PT","PU","PY","RI","OI","PM","RP","SC","SN","SO","TC","TI","UT","VL","WC","Z9","refID"
"11","LaSelvaPT_1-500.txt","With some 400 known species, the lizard genus Anolis is one of the most species-rich groups of terrestrial vertebrates in the world. Widely distributed, they occur throughout Central and South America, the West Indies, and the southeastern United States. Although anoles have emerged as paradigmatic species in ecology and evolution, relatively little research has addressed the effects of climate change on their distributions. Over the past 40 years, Puerto Rico has experienced steady increases in ambient temperature with mean maximum temperatures rising by as much as 2 degrees C. Using distribution data from the Puerto Rico Gap Analysis, WorldClim bioclimatic variables, and MaxEnt niche modeling software, we projected potential changes in the distribution of ten species of Puerto Rican anoles for 2050 and 2070. All of our models used either the HadGEM2-AO or the MRI-CGCM3 Global Climate Model, each paired with the IPCC's Representative Concentration Pathways (RCPs). RCP4.5 was chosen as it represents a scenario in which greenhouse gas concentrations rise in the Earth's atmosphere until the year 2040 and then begin to decline. RCP8.5 was chosen as it represents a likely scenario of continued high greenhouse gas emissions through 2100 and acts as the IPCC's worst-case scenario of warming. Under HadGEM2-AO RCP8.5 for 2050, Anolis krugi, A. evermanni, and A. gundlachi are the most negatively impacted species, while for MRI-CGCM3 RCP8.5 for 2050, the most negatively impacted species are A. cuvieri, A. gundlachi, and A. evermanni. The models also predict mean reductions in most suitable habitat across all ten species of Analis, ranging from -29.4% by 2050 to -39.6% by 2070 under HadGEM2-AO RCP8.5, and from -10.6% by 2050 to -28.5% by 2070 under MRI-CGCM3 RCP8.5. Our study provides insights into the potential impact of continued climate change on Puerto Rican anoles, and most likely other West Indian species of Anolis, and has important implications for future conservation efforts.","Thonis, Anna E.
Lister, Bradford C.","Thonis, AE
Lister, BC",NA,"262",NA,NA,NA,"10.1643/CH-18-046",NA,"269","Clarivate Analytics Web of Science",NA,"JUN",NA,"J",NA,"2019",NA,NA,NA,NA,NA,"0045-8511","COPEIA",NA,"Predicting Climate-Induced Distributional Shifts for Puerto Rican Anoles","WOS:000472818500007","107",NA,NA,11
"12","LaSelvaPT_1-500.txt","Despite the importance of tropical birds in the development of life history theory, we lack information about demographic rates and drivers of population dynamics for most species. We used a 7-year (2007-2013) capture-mark-recapture dataset from an exceptionally wet premontane forest at mid-elevation in Costa Rica to estimate apparent survival for seven species of tropical passerines. For four of these species, we provide the first published demographic parameters. Recapture probabilities ranged from 0.21 to 0.53, and annual estimates of apparent survival varied from 0.23 to 1.00. We also assessed the consequences of inter-annual variation in rainfall on demographic rates. Our results are consistent with inter-annual rainfall increasing estimates of apparent survival for two species and decreasing estimates for three species. For the three species where we could compare our estimates of apparent survival to estimates from drier regions, our estimates were not consistently higher or lower than those published previously. The temporal and spatial variability in demographic rates we document within and among species highlights the difficulties of generalizing life history characteristics across broad biogeographic gradients. Most importantly, this work emphasizes the context-specific role of precipitation in shaping tropical avian demographic rates and underscores the need for mechanistic studies of environmental drivers of tropical life histories.","Shogren, Elsie H.
Jones, Megan A.
Sandercock, Brett K.
Boyle, W. Alice","Shogren, EH
Jones, MA
Sandercock, BK
Boyle, WA",NA,"117",NA,NA,NA,"10.1111/jofo.12290",NA,"127","Clarivate Analytics Web of Science",NA,"JUN",NA,"J",NA,"2019","Sandercock, Brett/L-1644-2016;Boyle, W. Alice/G-1872-2010","Sandercock, Brett/0000-0002-9240-0268;Boyle, W.Alice/0000-0002-2880-142X;Jones, Megan/0000-0002-7905-0216",NA,NA,NA,"0273-8570","JOURNAL OF FIELD ORNITHOLOGY",NA,"Apparent survival of tropical birds in a wet, premontane forest in Costa
Rica","WOS:000471051300002","90",NA,NA,12
"13","LaSelvaPT_1-500.txt","Army ants are among the top arthropod predators and considered keystone species in tropical ecosystems. During daily mass raids with many thousand workers, army ants hunt live prey, likely exerting strong top-down control on prey species. Many tropical sites exhibit a high army ant species diversity (>20 species), suggesting that sympatric species partition the available prey niches. However, whether and to what extent this is achieved has not been intensively studied yet. We therefore conducted a large-scale diet survey of a community of surface-raiding army ants at La Selva Biological Station in Costa Rica. We systematically collected 3,262 prey items from eleven army ant species (genera Eciton, Nomamyrmex and Neivamyrmex). Prey items were classified as ant prey or non-ant prey. The prey nearly exclusively consisted of other ants (98%), and most booty was ant brood (87%). Using morphological characters and DNA barcoding, we identified a total of 1,103 ant prey specimens to the species level. One hundred twenty-nine ant species were detected among the army ant prey, representing about 30% of the known local ant diversity. Using weighted bipartite network analyses, we show that prey specialization in army ants is unexpectedly high and prey niche overlap very small. Besides food niche differentiation, we uncovered a spatiotemporal niche differentiation in army ant raid activity. We discuss competition-driven multidimensional niche differentiation and predator-prey arms races as possible mechanisms underlying prey specialization in army ants. By combining systematic prey sampling with species-level prey identification and network analyses, our integrative approach can guide future research by portraying how predator-prey interactions in complex communities can be reliably studied, even in cases where morphological prey identification is infeasible.","Hoenle, Philipp O.
Bluethgen, Nico
Brueckner, Adrian
Kronauer, Daniel J. C.
Fiala, Brigitte
Donoso, David A.
Smith, M. Alex
Ospina Jara, Bryan
von Beeren, Christoph","Hoenle, PO
Bluthgen, N
Bruckner, A
Kronauer, DJC
Fiala, B
Donoso, DA
Smith, MA
Jara, BO
von Beeren, C",NA,"2423",NA,NA,NA,"10.1111/mec.15078",NA,"2440","Clarivate Analytics Web of Science",NA,"MAY",NA,"J",NA,"2019",NA,NA,"31050080",NA,NA,"0962-1083","MOLECULAR ECOLOGY",NA,"Species-level predation network uncovers high prey specificity in a
Neotropical army ant community","WOS:000471073000020","28",NA,NA,13
"14","LaSelvaPT_1-500.txt","Temperature and precipitation explain about half the variation in aboveground net primary production (ANPP) among tropical forest sites, but determinants of remaining variation are poorly understood. Here, we test the hypothesis that the amount of leaf area, and its vertical arrangement, predicts ANPP when other variables are held constant. Using measurements from airborne lidar in a lowland Neotropical rain forest, we quantify vertical leaf-area profiles and develop models of ANPP driven by leaf area and other measurements of forest structure. Vertical leaf-area profiles predict 38% of the variation among plots. This number is 4.5 times greater than models using total leaf area (disregarding vertical arrangement) and 2.1 times greater than models using canopy height alone. Furthermore, ANPP predictions from vertical leaf-area profiles were less biased than alternate metrics. Variation in ANPP not attributable to temperature or precipitation can be predicted by the vertical distribution of leaf area in this system.","Cushman, K. C.
Kellner, James R.","Cushman, KC
Kellner, JR",NA,"538",NA,NA,NA,"10.1111/ele.13214",NA,"546","Clarivate Analytics Web of Science",NA,"MAR",NA,"J",NA,"2019","Cushman, K./W-1713-2019","Cushman, K./0000-0002-3464-1151","30632240",NA,NA,"1461-023X","ECOLOGY LETTERS",NA,"Prediction of forest aboveground net primary production from
high-resolution vertical leaf-area profiles","WOS:000457829800012","22",NA,NA,14
"15","LaSelvaPT_1-500.txt","In tropical forest communities, seedling recruitment can be limited by the number of fruit produced by adults. Fruit production tends to be highly unequal among trees of the same species, which may be due to environmental factors. We observed fruit production for similar to 2,000 trees of 17 species across 3years in a wet tropical forest in Costa Rica. Fruit production was modeled as a function of tree size, nutrient availability, and neighborhood crowding. Following model selection, tree size and neighborhood crowding predicted both the probability of reproduction and the number of fruit produced. Nutrient availability only predicted only the probability of reproduction. In all species, larger trees were more likely to be reproductive and produce more fruit. In addition, number of fruit was strongly negatively related to presence of larger neighboring trees in 13 species; presence of all neighboring trees had a weak-to-moderate negative influence on reproductive status in 16 species. Among various metrics of soil nutrient availability, only sum of base cations was positively associated with reproductive status, and for only four species. Synthesis Overall, these results suggest that direct influences on fruit production tend to be mediated through tree size and crowding from neighboring trees, rather than soil nutrients. However, we found variation in the effects of neighbors and nutrients among species; mechanistic studies of allocation to fruit production are needed to explain these differences.","Minor, David M.
Kobe, Richard K.","Minor, DM
Kobe, RK",NA,"1458",NA,NA,NA,"10.1002/ece3.4867",NA,"1472","Clarivate Analytics Web of Science",NA,"FEB",NA,"J",NA,"2019","Kobe, Richard K/M-1054-2014",NA,"30805174",NA,NA,"2045-7758","ECOLOGY AND EVOLUTION",NA,"Fruit production is influenced by tree size and size-asymmetric crowding
in a wet tropical forest","WOS:000461112200044","9",NA,NA,15
"16","LaSelvaPT_1-500.txt","Leaf-cutter ants are dominant herbivores that disturb the soil and create biogeochemical hot spots. We studied how leaf-cutter ant Atta cephalotes impacts soil CO2 dynamics in a wet Neotropical forest. We measured soil CO2 concentration monthly over 2.5years at multiple depths in nonnest and nest soils (some of which were abandoned during the study) and assessed CO2 production. We also measured nest and nonnest soil efflux, nest vent efflux, and vent concentration. Nest soils exhibited lower CO2 accumulation than nonnest soils for the same precipitation amounts. During wet periods, soil CO2 concentrations increased across all depths, but were significantly less in nest than in nonnest soils. Differences were nonsignificant during drier periods. Surface efflux was equal across nest and nonnest plots (5mol CO2 m(-2) s(-1)), while vent efflux was substantially (10(3) to 10(5) times) greater, a finding attributed to free convection and sporadic forced convection. Vent CO2 concentrations were less than in soil, suggesting CO2 efflux from the soil matrix into the nest. Legacy effects in abandoned nests were still observable after more than two years. These findings indicate that leaf-cutter ant nests provide alternative transport pathways to soil CO2 that increase total emissions and decrease soil CO2 concentrations, and have a lasting impact. Estimated total nest-soil CO2 emissions were 15 to 60% more than in nonnest soils, contributing 0.2 to 0.7% to ecosystem-scale soil emissions. The observed CO2 dynamics illuminate the significant carbon footprint of ecosystem engineer Atta cephalotes and have biogeochemical implications for rainforest ecosystems.
Plain Language Summary Leaf-cutter ants modify their habitat to the extent that they are called ecosystem engineers. Living throughout the Americas, they construct massive nests to which they import the vegetation they harvest to feed a fungus they cultivate as their main food source. We studied the most common leaf-cutter ant in Costa Rica to assess the impact of its nests on carbon dioxide (CO2) levels in surrounding soils and on soil CO2 emissions. In the Costa Rican rainforest, heavy rains easily clog the clayey soils, accumulating CO2 from microbial and root respiration. During wet periods, we observed lower CO2 concentrations in nest soils relative to nonnest soils. We attribute this difference to the nest structure, which provides ventilation for both nest CO2 and the CO2 originated in the surrounding soil. We also found that soil CO2 emissions were the same in nest and nonnest soils, but nest openings had emissions 100,000 times greater. Consequently, nests and their surrounding soils emit 15 to 60% more CO2 than the equivalent nonnest soil areas. This difference, together with the expanding range of leaf-cutter ants, favored by human activities and warmer climate, has implications with respect to the global carbon cycle.","Fernandez-Bou, A. S.
Dierick, D.
Swanson, A. C.
Allen, M. F.
Alvarado, A. G. F.
Artavia-Leon, A.
Carrasquillo-Quintana, O.
Lachman, D. A.
Oberbauer, S.
Pinto-Tomas, A. A.
Rodriguez-Reyes, Y.
Rundel, P.
Schwendenmann, L.
Zelikova, T. J.
Harmon, T. C.","Fernandez-Bou, AS
Dierick, D
Swanson, AC
Allen, MF
Alvarado, AGF
Artavia-Leon, A
Carrasquillo-Quintana, O
Lachman, DA
Oberbauer, S
Pinto-Tomas, AA
Rodriguez-Reyes, Y
Rundel, P
Schwendenmann, L
Zelikova, TJ
Harmon, TC",NA,"260",NA,NA,NA,"10.1029/2018JG004723",NA,"273","Clarivate Analytics Web of Science",NA,"FEB",NA,"J",NA,"2019","Fernandez-Bou, AS/W-9673-2019","Fernandez-Bou, AS/0000-0001-9947-0747;Alvarado, AnaGrace/0000-0002-0564-6092",NA,NA,NA,"2169-8953","JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES",NA,"The Role of the Ecosystem Engineer, the Leaf-Cutter Ant Atta cephalotes,
on Soil CO2 Dynamics in a Wet Tropical Rainforest","WOS:000460859100005","124",NA,NA,16
"17","LaSelvaPT_1-500.txt","Many organisms use chemicals to deter enemies. Some spiders can modify the composition of their silk to deter predators from climbing onto their webs. The Malaysian golden orb-weaver Nephila antipodiana (Walckenaer) produces silk containing an alkaloid (2-pyrrolidinone) that functions as a defense against ant invasionants avoid silk containing this chemical. In the present study, we test the generality of ants' silk avoidance behavior in the field. We introduced three ant species to the orb webs of Nephila clavipes (Linnaeus) in the tropical rainforest of La Selva, Costa Rica. We found that predatory army ants (Eciton burchellii Westwood) as well as non-predatory leaf-cutting ants (Atta cephalotes Linnaeus and Acromyrmex volcanus Wheeler) avoided adult N. clavipes silk, suggesting that an additional species within genus Nephila may possess ant-deterring silk. Our field assay also suggests that silk avoidance behavior is found in multiple ant species.","Knowlton, E. D.
Kamath, A.","Knowlton, ED
Kamath, A",NA,"780",NA,NA,NA,"10.1007/s13744-018-0631-6",NA,"785","Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"2018",NA,NA,"30191403",NA,NA,"1519-566X","NEOTROPICAL ENTOMOLOGY",NA,"Ants Do Not Traverse the Silk of Adult Female Nephila clavipes
(Linnaeus) Webs","WOS:000451348200008","47",NA,NA,17
"18","LaSelvaPT_1-500.txt","The Central American red-eyed treefrog (Agalychnis callidryas) is a nocturnal/crepuscular frog that exhibits high population-level phenotypic variation in a suite of traits generally important in anuran communication. Females of this species demonstrate a preference for local over non-local males, although the contribution of different communication modes to mate choice remains untested. We performed eight sets of experiments at La Selva Biological Station (Costa Rica) to test the relative roles of male advertisement call and flank-stripe pattern on female mate choice. For each trial, we used pre-recorded calls for acoustic signals and/or 3D-printed, hand-painted models for visual stimulus. Females selected conspecifics over heterospecifics when presented with either acoustic or visual stimuli only, indicating that both evolve as species-specific signals used for mate discrimination. Bayesian modeling showed that females chose local males over non-locals based on unimodal; responses to multimodal signals varied. Female mate choice in this species is likely nuanced and subject to the constraints of the local environment in which animals are signaling. Our data show that at least two traits that vary among populations are important for mate selection.Significance statementEvolution shapes animal communication in diverse ways to accommodate complicated signaling contexts, including environmental noise, the presence of eavesdroppers, and changing landscapes. Among species that use complex signals or signals in multiple modalities, understanding the role of signaling traits in reproductive behavior and their concomitant shifts between populations can shed light on lineage divergence, speciation, and the forces shaping communication. We used choice tests with Agalychnis callidryas to determine which traits lead to local-male mate preference. We found that both call and stripe are each sufficient to allow this nocturnal frog to choose mates in absence of the other stimulus. Multimodal signals were marginally better than callbut not coloralone. This may be a result of statistical noise or preliminary evidence of asymmetric use of traits across a complex landscape. These results suggest that call and color may encode both redundant information and multiple messages to receivers in this species: either is sufficient to elicit mate choice (redundant), but together, they enhance local mate preference (multiple messages). Further tests on how other communication modalities inform behavior will add to our understanding of complex signaling and lineage divergence among differentiated populations in this species.","Kaiser, Kristine
Boehlke, Chloe
Navarro-Perez, Edauri
Vega, Andres
Dudgeon, Steven
Robertson, Jeanne M.","Kaiser, K
Boehlke, C
Navarro-Perez, E
Vega, A
Dudgeon, S
Robertson, JM",NA,NA,NA,NA,NA,"10.1007/s00265-018-2597-0",NA,NA,"Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"2018",NA,NA,NA,NA,NA,"0340-5443","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY",NA,"Local preference encoded by complex signaling: mechanisms of mate
preference in the red-eyed treefrog (Agalychnis callidryas)","WOS:000449965100002","72",NA,NA,18
"19","LaSelvaPT_1-500.txt","Amphibian skin is a suitable environment for rich communities of microorganisms, both beneficial and detrimental to the host. The amphibian cutaneous microbiota has been hypothesized to play an important role as symbionts, protecting their hosts against disease. Costa Rica has one of the most diverse assemblages of amphibians in the world and we know very little about the microbiota of these tropical animals. For comparison with other studies, we explore the diversity of the skin bacterial communities employing 16S rRNA amplicon sequencing of swab samples from twelve species of frogs at La Selva Biological Station in Sarapiqui, Heredia province. The predominant phylum detected in our studies was Proteobacteria, followed by Bacteroidetes and Actinobacteria, with these three phyla representing 89.9% of the total bacterial taxa. At the family level, Sphingobacteriaceae and Comamonadaceae were highly represented among samples. Our results suggest that host species and host family are significant predictors of the variation in microbiota composition. This study helps set the foundation for future research about microbiota composition and resilience to unfavorable conditions, leading to improvement in managing strategies for endangered amphibian species.","Abarca, Juan G.
Vargas, Gabriel
Zuniga, Ibrahim
Whitfield, Steven M.
Woodhams, Douglas C.
Kerbys, Jacob
McKenzie, Valerie J.
Murillo-Cruz, Catalina
Pinto-Tomas, Adrian A.","Abarca, JG
Vargas, G
Zuniga, I
Whitfield, SM
Woodhams, DC
Kerbys, J
McKenzie, VJ
Murillo-Cruz, C
Pinto-Tomas, AA",NA,NA,NA,NA,NA,"10.3389/fmicb.2018.02001",NA,NA,"Clarivate Analytics Web of Science",NA,"SEP 3",NA,"J",NA,"2018",NA,NA,"30233511",NA,NA,"1664-302X","FRONTIERS IN MICROBIOLOGY",NA,"Assessment of Bacterial Communities Associated With the Skin of Costa
Rican Amphibians at La Selva Biological Station","WOS:000443430000001","9",NA,NA,19
"20","LaSelvaPT_1-500.txt","A brief review of the history of the taxonomic treatment of the genus Philenis Champion is presented and characters are discussed. Philenisflavipes Champion and P.fuscofemorata Champion, and 11 new species are described, including the first records from South America: P.anzaldoinew species (Costa Rica, Panama), P.costaricensisnew species (Costa Rica), P.laselvaensisnew species (Costa Rica), P.auritibiaenew species (Costa Rica), P.brunneanew species (Costa Rica, Panama), P.muscamimeticanew species (Panama), P.chiriquiensisnew species (Panama), P.guyanensisnew species (French Guiana), P.ferrugineanew species (Ecuador), P.howdeninew species (Ecuador), and P.kuschelinew pecies (Colombia, Ecuador). A key is provided to separate the species, and an unusual type of ""multifurcate"" scale is reported for some species. Two species have been associated with plants of the family Araceae. Most collections of this genus by the Arthropods of La Selva (ALAS) biodiversity project in Costa Rica were made by passive trapping methods during the dry season and at lower to middle elevations along an altitudinal transect on the slopes of Volcan Barva. The coloration of some species in the genus is hypothesized to mimic social Hymenoptera or flies.","Hespenheide, Henry","Hespenheide, H",NA,NA,NA,NA,NA,"10.3390/d10030084",NA,NA,"Clarivate Analytics Web of Science",NA,"SEP",NA,"J",NA,"2018",NA,NA,NA,NA,NA,NA,"DIVERSITY-BASEL",NA,"A Review of Philenis Champion, 1906 (Coleoptera: Curculionidae:
Conoderinae), with Descriptions of New Species from Central and South
America","WOS:000448402500036","10",NA,NA,20
"21","LaSelvaPT_1-500.txt",NA,"Clark, Deborah A.
Clark, David B.
Letcher, Susan G.","Clark, DA
Clark, DB
Letcher, SG",NA,"1901",NA,NA,NA,"10.1002/ecy.2394",NA,"1901","Clarivate Analytics Web of Science",NA,"AUG",NA,"J",NA,"2018",NA,"Clark, Deborah/0000-0002-4000-4925;Letcher, Susan/0000-0002-9475-7674","29800497",NA,NA,"0012-9658","ECOLOGY",NA,"Three decades of annual growth, mortality, physical condition, and
microsite for ten tropical rainforest tree species","WOS:000440407500022","99",NA,NA,21
"22","LaSelvaPT_1-500.txt","Terrestrial tri-trophic interactions account for a large part of biodiversity, with approximately 75% represented in plant-insect-parasitoid interactions. Herbivore diet breadth is an important factor mediating these tri-trophic interactions, as specialisation can influence how herbivore fitness is affected by plant traits. We investigated how phytochemistry, herbivore immunity, and herbivore diet breadth mediate plantcaterpillar-parasitoid interactions on the tropical plant genus Piper (Piperaceae) at La Selva Biological station in Costa Rica and at Yanayacu Biological Station in Ecuador. We collected larval stages of one Piper generalist species, Quadrus cerealis, (Lepidoptera: Hesperiidae) and 4 specialist species in the genus Eois (Lepidoptera: Geometridae) from 15 different species of Piper, reared them on host leaf material, and assayed phenoloxidase activity as a measure of potential larval immunity. We combined these data with parasitism and caterpillar species diet breadth calculated from a 19-year database, as well as established values of phytochemical diversity calculated for each plant species, in order to test specific hypotheses about how these variables are related. We found that phytochemical diversity was an important predictor for herbivore immunity, herbivore parasitism, and diet breadth for specialist caterpillars, but that the direction and magnitude of these relationships differed between sites. In Costa Rica, specialist herbivore immune function was negatively associated with the phytochemical diversity of the Piper host plants, and rates of parasitism decreased with higher immune function. The same was true for Ecuador with the exception that there was a positive association between immune function and phytochemical diversity. Furthermore, phytochemical diversity did not affect herbivore immunity and parasitism for the more generalised herbivore. Results also indicated that small differences in herbivore diet breadth are an important factor mediating herbivore immunity and parasitism success for Eois at both sites. These patterns contribute to a growing body of literature that demonstrate strong cascading effects of phytochemistry on higher trophic levels that are dependent on herbivore specialisation and that can vary in space and time. Investigating the interface between herbivore immunity, plant chemical defence, and parasitoids is an important facet of tri-trophic interactions that can help to explain the enormous amount of biodiversity found in the tropics.","Slinn, Heather L.
Richards, Lora A.
Dyer, Lee A.
Hurtado, Paul J.
Smilanich, Angela M.","Slinn, HL
Richards, LA
Dyer, LA
Hurtado, PJ
Smilanich, AM",NA,NA,NA,NA,NA,"10.3389/fpls.2018.00656",NA,NA,"Clarivate Analytics Web of Science",NA,"JUN 11",NA,"J",NA,"2018",NA,"Hurtado, Paul/0000-0002-8499-5986","29942320",NA,NA,"1664-462X","FRONTIERS IN PLANT SCIENCE",NA,"Across Multiple Species, Phytochemical Diversity and Herbivore Diet
Breadth Have Cascading Effects on Herbivore Immunity and Parasitism in a
Tropical Model System","WOS:000434776100001","9",NA,NA,22
